bot_id,path,validation_ok,validation_errors,qualified,baseline_bankroll,submission_bankroll,notes
IIT2024267/python_bot,/home/rehan/PokerBots-IIITA/submission/IIT2024267/python_bot,True,,False,322,-322,below threshold 1: -322
